customer_id,acquisition_campaign_id,acquisition_channel,acquisition_date,first_product,second_product,initial_premium_euro,current_premium_euro,status,churn_date,churn_reason,total_premium_paid_euro,claims_count,claims_total_euro,last_renewal_date,next_renewal_date,segment,lifetime_months,customer_value_score
2560,19,Digital,10/02/2021,Salud,,110.66,112.98,Active,,,5061.24,1,2074.89,10/02/2022,10/02/2023,Familia Joven,47,100
2561,10,Agentes,22/06/2023,Salud,,129.35,129.95,Churned,05/01/2024,Competencia,812.59,1,2060.61,,,Familia Joven,6,9
2562,19,Digital,03/07/2022,Salud,,132.28,138.3,Active,,,3939.66,0,0,03/07/2023,02/07/2024,Soltero,30,100
2563,14,Partners,28/12/2020,Hogar,,102.72,110.27,Active,,,4840.73,1,2348.26,28/12/2021,28/12/2022,Pre-jubilación,48,100
2564,8,Agentes,11/09/2023,Salud,,79.36,79.79,Active,,,1198.71,0,0,10/09/2024,10/09/2025,Pre-jubilación,15,100
2565,17,Partners,02/02/2021,Vida,,45.69,48.38,Active,,,2191.93,0,0,02/02/2022,02/02/2023,Pre-jubilación,47,100
2566,14,Partners,08/12/2020,Salud,Auto,243.03,259.35,Active,,,12260.6,0,0,08/12/2021,08/12/2022,Senior,49,100
2567,6,Digital,29/09/2020,Hogar,,187.58,206.09,Active,,,9825.9,0,0,29/09/2021,29/09/2022,Familia Adulta,51,100
2568,10,Agentes,09/07/2020,Hogar,,171.29,181.99,Active,,,8797.24,2,1062.28,09/07/2021,09/07/2022,Soltero,54,100
2569,14,Partners,05/08/2022,Auto,,200.45,207.53,Active,,,5713.34,0,0,05/08/2023,04/08/2024,Soltero,29,100
2570,16,Partners,09/06/2023,Salud,,144.13,150.65,Active,,,2833.34,0,0,08/06/2024,08/06/2025,Familia Joven,19,100
2571,11,Telefónica,16/11/2023,Hogar,,158.06,165.41,Churned,24/11/2024,Cobertura,1829.99,0,0,,,Familia Joven,12,100
2572,8,Agentes,07/11/2021,Salud,Vida,162.84,172.96,Active,,,6210.11,0,0,07/11/2022,07/11/2023,Joven,38,100
2573,9,Agentes,27/08/2023,Hogar,,162.36,170.36,Active,,,2517.35,0,0,26/08/2024,26/08/2025,Soltero,16,100
2574,18,Digital,02/08/2022,Vida,,72.39,74.49,Active,,,2016.06,0,0,02/08/2023,01/08/2024,Pre-jubilación,29,100
2575,16,Partners,22/03/2020,Salud,,88.75,97.53,Active,,,5058.25,0,0,22/03/2021,22/03/2022,Joven,58,100
2576,14,Partners,11/07/2022,Hogar,Vida,223.31,239.5,Active,,,6372.05,0,0,11/07/2023,10/07/2024,Senior,30,100
2577,16,Partners,27/05/2022,Hogar,,199.65,212.7,Active,,,6329.54,0,0,27/05/2023,26/05/2024,Senior,31,100
2578,19,Digital,30/12/2021,Vida,Hogar,204.04,218.84,Churned,14/04/2024,Precio,5535.99,0,0,,,Senior,27,100
2579,2,Digital,25/03/2020,Vida,Hogar,174,175.45,Active,,,10317.91,0,0,25/03/2021,25/03/2022,Familia Adulta,58,100
2580,15,Partners,09/07/2022,Salud,Vida,147.7,160.72,Active,,,4386.17,0,0,09/07/2023,08/07/2024,Familia Joven,30,100
2581,2,Digital,12/07/2021,Hogar,Salud,204.96,224.31,Active,,,8467.24,1,1468.84,12/07/2022,12/07/2023,Soltero,42,100
2582,19,Digital,15/04/2020,Vida,Auto,184.58,186.12,Churned,22/08/2022,Competencia,5119.01,1,1359.42,,,Familia Adulta,28,100
2583,7,Agentes,18/09/2020,Salud,,134.57,147.42,Active,,,7221.82,0,0,18/09/2021,18/09/2022,Pre-jubilación,52,100
2584,14,Partners,30/08/2021,Salud,,97.6,104.97,Active,,,4065.79,1,1466.21,30/08/2022,30/08/2023,Soltero,40,100
2585,16,Partners,13/08/2023,Salud,Hogar,234.51,252.91,Churned,03/11/2024,Precio,3213.53,0,0,,,Joven,14,100
2586,16,Partners,12/05/2022,Vida,Auto,179.37,191.67,Active,,,5832.99,0,0,12/05/2023,11/05/2024,Joven,32,100
2587,20,Digital,26/05/2023,Hogar,,124.13,125.02,Active,,,2426.22,0,0,25/05/2024,25/05/2025,Familia Joven,19,100
2588,5,Digital,03/02/2022,Salud,,129.51,136.86,Active,,,4468.7,0,0,03/02/2023,03/02/2024,Familia Joven,35,100
2589,16,Partners,11/06/2021,Vida,,72.86,73.83,Churned,14/04/2023,Fallecimiento,1664,0,0,,,Familia Joven,22,100
2590,9,Agentes,24/01/2020,Hogar,,182.67,187.83,Active,,,10910.49,0,0,23/01/2021,23/01/2022,Familia Adulta,60,100
2591,9,Agentes,04/09/2023,Vida,,95.38,99.72,Churned,02/09/2024,Insatisfacción,1117.78,0,0,,,Familia Joven,12,100
2592,15,Partners,16/06/2022,Hogar,,133.53,134.22,Active,,,3854.67,1,2115.93,16/06/2023,15/06/2024,Senior,30,100
2593,13,Telefónica,10/02/2021,Hogar,Vida,216.07,229.64,Active,,,9855.27,0,0,10/02/2022,10/02/2023,Familia Joven,47,100
2594,12,Telefónica,18/06/2022,Vida,,82.54,84.69,Active,,,2584.3,0,0,18/06/2023,17/06/2024,Soltero,30,100
2595,20,Digital,20/03/2023,Salud,Hogar,181.80 €,190.54,Active,,,3790.69,1,2894.03,19/03/2024,19/03/2025,Soltero,21,100
2596,20,Digital,19/06/2022,Vida,,58.96,62.93,Active,,,1839.34,0,0,19/06/2023,18/06/2024,Pre-jubilación,30,100
2597,15,Partners,14/04/2020,Vida,,53.01,53.86,Active,,,3084.89,0,0,14/04/2021,14/04/2022,Familia Adulta,57,100
2598,15,Partners,01/02/2022,Hogar,Vida,149.68,154.96,Active,,,5461.89,0,0,01/02/2023,01/02/2024,Soltero,35,100
2599,10,Agentes,22/03/2023,Salud,Hogar,144.81,148.54,Churned,30/10/2024,Competencia,2839.33,0,0,,,Pre-jubilación,19,100
2600,16,Partners,18/12/2023,Vida,,62.44,63.63,Active,,,737.42,0,0,17/12/2024,17/12/2025,Soltero,12,99
2601,16,Partners,24/09/2023,Auto,,226,235.79,Churned,17/04/2024,Precio,1414.72,0,0,,,Familia Adulta,6,100
2602,12,Telefónica,01/02/2023,Hogar,,162.78,167.64,Churned,19/06/2024,Competencia,2631.89,2,2901.84,,,Senior,16,100
2603,11,Telefónica,09/03/2020,Auto,,143.93,151.88,Active,,,8668.31,0,0,09/03/2021,09/03/2022,Familia Joven,58,100
2604,20,Digital,01/08/2021,Salud,,114.86,118.68,Churned,13/07/2022,Precio,1228.55,0,0,,,Familia Adulta,11,96
2605,16,Partners,31/10/2023,Vida,,74.83,80.06,Active,,,1083.67,1,3069.15,30/10/2024,30/10/2025,Soltero,14,22
2606,16,Partners,31/10/2021,Vida,,76.49,81.97,Active,,,2849.81,2,6949.33,31/10/2022,31/10/2023,Familia Joven,38,100
2607,8,Agentes,08/02/2020,Salud,Vida,169.97,183.96,Active,,,10218.21,0,0,07/02/2021,07/02/2022,Senior,59,100
2608,11,Telefónica,07/05/2023,Vida,,88.53,93.33,Active,,,1701.4,0,0,06/05/2024,06/05/2025,Senior,20,100
2609,19,Digital,08/08/2020,Salud,,121.92,124.14,Churned,05/08/2021,Cobertura,1471.9,0,0,,,Soltero,12,100
2610,13,Telefónica,10/07/2020,Vida,,99.81,104.4,Active,,,5127.93,1,1565.87,10/07/2021,10/07/2022,Familia Joven,54,100
2611,6,Digital,24/12/2023,Hogar,Auto,279.48,300.99,Active,,,3470.68,0,0,23/12/2024,23/12/2025,Senior,12,100
2612,8,Agentes,05/07/2021,Salud,,84.38,88.74,Active,,,3536.11,1,2696.15,05/07/2022,05/07/2023,Joven,42,100
2613,19,Digital,01/03/2023,Hogar,,127.61,140.29,Active,,,2864.27,0,0,29/02/2024,28/02/2025,Familia Adulta,22,100
2614,10,Agentes,18/12/2022,Hogar,Salud,282.24,296.26,Active,,,6570.94,0,0,18/12/2023,17/12/2024,Soltero,24,100
2615,10,Agentes,05/06/2021,Salud,,96.07,98.59,Active,,,4162.69,2,8696.76,05/06/2022,05/06/2023,Joven,43,100
2616,8,Agentes,19/03/2022,Vida,,53.56,58.49,Active,,,1702.85,0,0,19/03/2023,18/03/2024,Familia Adulta,33,100
2617,9,Agentes,27/07/2023,Vida,Auto,199.33,205.52,Active,,,3516.59,0,0,26/07/2024,26/07/2025,Senior,17,100
2618,1,Digital,19/03/2023,Salud,,116.87,118.8,Active,,,2439.68,0,0,18/03/2024,18/03/2025,Familia Adulta,21,100
2619,12,Telefónica,02/12/2020,Hogar,,95.71,96.35,Active,,,4480.09,1,4192.04,02/12/2021,02/12/2022,Familia Adulta,49,100
2620,6,Digital,04/02/2022,Auto,,186.44,193.92,Active,,,6312.26,0,0,04/02/2023,04/02/2024,Senior,35,100
2621,18,Digital,19/07/2023,Hogar,,147.7,147.73,Active,,,2613.23,0,0,18/07/2024,18/07/2025,Pre-jubilación,17,100
2622,9,Agentes,17/07/2021,Auto,Hogar,298.49,325.16,Active,,,12364.46,0,0,17/07/2022,17/07/2023,Familia Adulta,42,100
2623,3,Digital,18/05/2022,Salud,,105.99,110.26,Active,,,3190.01,0,0,18/05/2023,17/05/2024,Soltero,31,100
2624,10,Agentes,07/07/2022,Auto,,240.22,254.2,Active,,,7336.31,0,0,07/07/2023,06/07/2024,Familia Adulta,30,100
2625,3,Digital,12/01/2020,Auto,,213.25,228.12,Churned,27/03/2022,Emigración,5315.79,1,3281.76,,,Pre-jubilación,26,100
2626,3,Digital,10/09/2020,Vida,,76.1,76.71,Active,,,3875.53,0,0,10/09/2021,10/09/2022,Pre-jubilación,52,100
2627,20,Digital,31/08/2021,Salud,,71.65,78.03,Churned,24/09/2023,Fallecimiento,1865.55,0,0,,,Joven,25,100
2628,13,Telefónica,27/10/2021,Salud,,84.21,85.48,Active,,,3055.7,0,0,27/10/2022,27/10/2023,Senior,38,100
2629,3,Digital,08/10/2023,Salud,,148.41,150.17,Churned,23/05/2024,Insatisfacción,989.19,0,0,,,Senior,7,100
2630,2,Digital,29/04/2022,Hogar,Auto,294.49,321.57,Active,,,8980.24,1,2309.53,29/04/2023,28/04/2024,Familia Adulta,32,100
2631,16,Partners,13/02/2020,Vida,,94.6,97.31,Active,,,5720.54,0,0,12/02/2021,12/02/2022,Familia Adulta,59,100
2632,4,Digital,15/06/2023,Hogar,Salud,208.95,217.19,Active,,,3751.7,0,0,14/06/2024,14/06/2025,Senior,18,100
2633,15,Partners,10/05/2022,Salud,,136.96,140.81,Churned,26/06/2023,Competencia,1716.08,0,0,,,Soltero,13,100
2634,5,Digital,28/07/2021,Auto,Hogar,350.56,384.5,Active,,,14995.56,0,0,28/07/2022,28/07/2023,Pre-jubilación,41,100
2635,10,Agentes,08/10/2022,Vida,,70.53,76.85,Churned,22/04/2024,Cobertura,1260.68,0,0,,,Familia Adulta,18,100
2636,20,Digital,26/11/2021,Salud,,133.86,135.8,Active,,,4855.31,1,1749.71,26/11/2022,26/11/2023,Pre-jubilación,37,100
2637,12,Telefónica,16/05/2022,Hogar,,110.19,110.85,Active,,,3399.69,0,0,16/05/2023,15/05/2024,Pre-jubilación,32,100
2638,10,Agentes,25/03/2022,Vida,,63.43,67.3,Churned,05/07/2023,Fallecimiento,974.48,0,0,,,Pre-jubilación,15,100
2639,5,Digital,31/01/2020,Hogar,Auto,255.1,259.11,Active,,,15446.52,0,0,30/01/2021,30/01/2022,Familia Joven,59,100
2640,3,Digital,10/10/2022,Vida,,52.43,54.18,Active,,,1405.27,3,2573.3,10/10/2023,09/10/2024,Familia Adulta,27,98
2641,9,Agentes,14/01/2022,Vida,,44.13,47.16,Active,,,1626.05,0,0,14/01/2023,14/01/2024,Familia Adulta,36,100
2642,9,Agentes,16/12/2020,Salud,Auto,254.32,272.87,Active,,,12412.96,2,1605.01,16/12/2021,16/12/2022,Familia Joven,49,100
2643,20,Digital,10/08/2023,Vida,,60.94,64.55,Churned,16/04/2024,Servicio,472.65,0,0,,,Familia Adulta,8,77
2644,15,Partners,04/08/2020,Salud,,145.81,148.4,Churned,04/05/2022,Insatisfacción,3130.71,0,0,,,Joven,21,100
2645,11,Telefónica,12/05/2021,Vida,Salud,109.2,116.66,Active,,,4912.7,0,0,12/05/2022,12/05/2023,Familia Joven,44,100
2646,1,Digital,06/11/2020,Salud,,139.53,146.24,Active,,,7046.09,0,0,06/11/2021,06/11/2022,Familia Joven,50,100
2647,17,Partners,04/05/2022,Hogar,Auto,323.52,355.19,Active,,,9957.23,1,4691.84,04/05/2023,03/05/2024,Senior,32,100
2648,17,Partners,24/05/2023,Hogar,,127.24,133.67,Churned,15/07/2024,Precio,1608.96,0,0,,,Familia Joven,13,100
2649,17,Partners,03/07/2021,Vida,,67.75,71.64,Active,,,2811.54,1,798.71,03/07/2022,03/07/2023,Pre-jubilación,42,100
2650,7,Agentes,25/05/2022,Vida,,87.87,94.47,Churned,28/03/2024,Insatisfacción,1837.92,0,0,,,Joven,22,100
2651,8,Agentes,31/01/2020,Vida,,70.12,73.26,Active,,,4029.6,0,0,30/01/2021,30/01/2022,Senior,59,100
2652,4,Digital,07/01/2021,Vida,,52.88,55.22,Active,,,2619.47,0,0,07/01/2022,07/01/2023,Pre-jubilación,48,100
2653,3,Digital,09/12/2020,Vida,,93.4,95.34,Active,,,4626.94,0,0,09/12/2021,09/12/2022,Familia Joven,49,100
2654,12,Telefónica,02/04/2020,Salud,Vida,170.64,187.26,Active,,,9694.75,0,0,02/04/2021,02/04/2022,Soltero,57,100
2655,7,Agentes,26/01/2021,Salud,,76.19,77.65,Churned,15/03/2023,Emigración,1852.11,0,0,,,Soltero,25,100
2656,8,Agentes,08/03/2022,Hogar,,194.94,203.14,Churned,12/09/2022,Emigración,1148.84,0,0,,,Senior,6,100
2657,3,Digital,18/12/2023,Vida,,82.32,85.93,Churned,23/10/2024,Servicio,788.95,0,0,,,Joven,10,93
2658,12,Telefónica,26/03/2022,Hogar,,113.11,113.47,Active,,,3653.05,0,0,26/03/2023,25/03/2024,Joven,33,100
2659,13,Telefónica,04/03/2023,Salud,,127.4,129.63,Churned,10/04/2024,Competencia,1703.34,0,0,,,Joven,13,100
2660,8,Agentes,14/11/2022,Hogar,Vida,241.76,249.89,Active,,,6016.56,0,0,14/11/2023,13/11/2024,Soltero,25,100
2661,3,Digital,26/01/2022,Hogar,,131.6,136.49,Active,,,4796.38,0,0,26/01/2023,26/01/2024,Pre-jubilación,35,100
2662,1,Digital,19/01/2023,Hogar,,160,166.26,Churned,19/10/2023,Emigración,1398.37,1,1504.19,,,Familia Adulta,9,81
2663,18,Digital,15/06/2023,Vida,Salud,159.92,168.43,Active,,,2889.98,0,0,14/06/2024,14/06/2025,Soltero,18,100
2664,3,Digital,06/03/2021,Salud,Auto,278.95,298.83,Active,,,12397.79,1,1513.7,06/03/2022,06/03/2023,Senior,46,100
2665,19,Digital,09/11/2020,Vida,Auto,204.09,205.86,Churned,20/12/2021,Servicio,2732.97,0,0,,,Joven,13,100
2666,1,Digital,16/11/2022,Hogar,,147.09,159.69,Active,,,3836.38,0,0,16/11/2023,15/11/2024,Familia Joven,25,100
2667,7,Agentes,19/06/2023,Salud,,105.67,106.93,Active,,,1939.47,0,0,18/06/2024,18/06/2025,Familia Adulta,18,100
2668,8,Agentes,08/04/2023,Hogar,,161.32,177.15,Active,,,3504.38,0,0,07/04/2024,07/04/2025,Familia Joven,21,100
2669,8,Agentes,02/01/2021,Salud,,114.83,125.52,Active,,,5726.08,1,1622.99,02/01/2022,02/01/2023,Soltero,48,100
2670,16,Partners,23/01/2021,Auto,,240.38 €,249.99,Active,,,10764.21,0,0,23/01/2022,23/01/2023,Soltero,47,100
2671,4,Digital,14/05/2021,Hogar,,193.87,204.1,Active,,,8722.76,0,0,14/05/2022,14/05/2023,Familia Adulta,44,100
2672,12,Telefónica,05/06/2023,Hogar,,195.8,208.58,Active,,,3565.74,1,3445.32,04/06/2024,04/06/2025,Familia Adulta,19,100
2673,12,Telefónica,21/03/2022,Salud,,106.61,114.6,Churned,15/10/2024,Servicio,3156.18,0,0,,,Joven,31,100
2674,11,Telefónica,25/06/2022,Vida,,62.05,64.2,Churned,01/02/2023,Precio,414.95,0,0,,,Senior,7,68
2675,14,Partners,22/02/2023,Salud,,140.76,153.07,Active,,,3091.67,0,0,22/02/2024,21/02/2025,Senior,22,100
2676,16,Partners,14/10/2020,Salud,Vida,144.32,148.13,Active,,,7632.9,0,0,14/10/2021,14/10/2022,Familia Adulta,51,100
2677,10,Agentes,08/12/2020,Auto,,227.1,240.46,Churned,21/11/2021,Insatisfacción,2388.15,0,0,,,Pre-jubilación,11,100
2678,4,Digital,11/10/2020,Salud,,88.94,89.79,Active,,,4508.9,1,3966.51,11/10/2021,11/10/2022,Familia Adulta,51,100
2679,6,Digital,02/02/2021,Hogar,,185.82,199.89,Churned,18/11/2022,Competencia,3937.69,1,1627.19,,,Pre-jubilación,21,100
2680,10,Agentes,03/06/2020,Hogar,Salud,181.64,196.68,Active,,,9535.68,0,0,03/06/2021,03/06/2022,Joven,55,100
2681,10,Agentes,18/07/2021,Salud,Auto,231.24,244.39,Active,,,10138.06,1,3391.93,18/07/2022,18/07/2023,Joven,42,100
2682,8,Agentes,24/01/2022,Vida,,48.79,50.79,Churned,21/11/2023,Servicio,1102.75,0,0,,,Familia Joven,22,100
2683,11,Telefónica,28/06/2022,Hogar,,145.88,154.72,Active,,,4567.61,0,0,28/06/2023,27/06/2024,Joven,30,100
2684,9,Agentes,01/04/2020,Vida,Salud,150.97,153.01,Active,,,8576.75,0,0,01/04/2021,01/04/2022,Joven,57,100
2685,16,Partners,12/06/2023,Vida,Salud,107.58,113.56,Churned,24/05/2024,Competencia,1222.38,0,0,,,Familia Adulta,11,99
2686,4,Digital,08/12/2022,Salud,,123.91,133.94,Active,,,3062.82,0,0,08/12/2023,07/12/2024,Pre-jubilación,25,100
2687,20,Digital,11/01/2021,Salud,,140.06,147.66,Active,,,6873.44,0,0,11/01/2022,11/01/2023,Senior,48,100
2688,19,Digital,29/06/2022,Auto,,210.38,226.53,Active,,,6399.49,2,2631.62,29/06/2023,28/06/2024,Familia Adulta,30,100
2689,7,Agentes,01/08/2021,Vida,,60.36,62.57,Active,,,2499.62,0,0,01/08/2022,01/08/2023,Soltero,41,100
2690,2,Digital,04/01/2023,Vida,,52.97,56.59,Active,,,1325.03,1,4154.2,04/01/2024,03/01/2025,Pre-jubilación,24,42
2691,6,Digital,18/12/2022,Vida,,67.73,71.95,Churned,15/11/2024,Cobertura,1535.15,0,0,,,Soltero,23,100
2692,14,Partners,05/08/2023,Salud,,147.44,150.05,Active,,,2573.83,0,0,04/08/2024,04/08/2025,Familia Joven,17,100
2693,6,Digital,01/07/2022,Salud,,116.91,122.06,Active,,,3675.55,1,2104.15,01/07/2023,30/06/2024,Soltero,30,100
2694,12,Telefónica,03/04/2020,Hogar,Vida,165.1,165.84,Active,,,9467.64,0,0,03/04/2021,03/04/2022,Soltero,57,100
2695,7,Agentes,16/02/2022,Salud,,133.18,139.33,Active,,,4559.62,1,1075.81,16/02/2023,16/02/2024,Senior,34,100
2696,2,Digital,03/12/2021,Vida,,52.73,54.98,Churned,02/11/2022,Competencia,552.95,0,0,,,Soltero,11,74
2697,17,Partners,22/02/2022,Vida,,49.26,49.75,Active,,,1660.36,0,0,22/02/2023,22/02/2024,Familia Joven,34,100
2698,15,Partners,04/02/2020,Salud,,115.33,122.53,Churned,07/12/2020,Competencia,1197.42,1,3838,,,Familia Joven,10,-6
2699,3,Digital,20/08/2023,Vida,Salud,153.01,167.53,Active,,,2453.7,0,0,19/08/2024,19/08/2025,Pre-jubilación,16,100
2700,13,Telefónica,04/08/2020,Salud,,99.41,107.78,Active,,,5325.08,0,0,04/08/2021,04/08/2022,Soltero,53,100
2701,14,Partners,20/09/2021,Hogar,,138.88,147.66,Active,,,5474.64,2,5876.84,20/09/2022,20/09/2023,Familia Joven,39,100
2702,5,Digital,16/11/2023,Hogar,Salud,289.43,310.8,Active,,,3889.81,0,0,15/11/2024,15/11/2025,Familia Joven,13,100
2703,13,Telefónica,08/03/2021,Vida,,55.9,58.1,Active,,,2445.46,0,0,08/03/2022,08/03/2023,Familia Adulta,46,100
2704,10,Agentes,15/06/2023,Hogar,Auto,241.69,257.11,Churned,19/11/2024,Fallecimiento,4088.19,0,0,,,Familia Adulta,17,100
2705,10,Agentes,15/05/2021,Vida,,67.62,68.81,Active,,,3101.14,0,0,15/05/2022,15/05/2023,Pre-jubilación,44,100
2706,11,Telefónica,30/03/2023,Vida,Auto,244.32,261.09,Active,,,5369.44,0,0,29/03/2024,29/03/2025,Familia Adulta,21,100
2707,19,Digital,31/03/2022,Hogar,,163.75,173.53,Active,,,5583.48,0,0,31/03/2023,30/03/2024,Senior,33,100
2708,1,Digital,06/01/2023,Vida,,66.4,72.31,Churned,24/02/2024,Emigración,843.55,1,2585.73,,,Senior,13,13
2709,16,Partners,28/04/2023,Hogar,,181.47,189.94,Active,,,3576.77,1,1666.04,27/04/2024,27/04/2025,Joven,20,100
2710,11,Telefónica,08/04/2021,Hogar,,158.97,163.77,Active,,,7386.17,0,0,08/04/2022,08/04/2023,Joven,45,100
2711,17,Partners,10/11/2023,Vida,,43.14,46.99,Active,,,540.62,1,3654.08,09/11/2024,09/11/2025,Pre-jubilación,13,-106
2712,1,Digital,07/11/2023,Vida,,77.52,83.84,Churned,03/07/2024,Competencia,533.55,2,5979.13,,,Joven,7,-238
2713,19,Digital,01/09/2022,Salud,Vida,142.71,147.82,Churned,14/05/2024,Servicio,2955.18,0,0,,,Pre-jubilación,20,100
2714,12,Telefónica,21/09/2020,Vida,,79.86,86.02,Active,,,4010.29,0,0,21/09/2021,21/09/2022,Familia Adulta,52,100
2715,17,Partners,01/05/2021,Vida,,75.53,80.82,Active,,,3290.44,0,0,01/05/2022,01/05/2023,Familia Joven,44,100
2716,18,Digital,16/11/2023,Vida,Hogar,169.87,186,Active,,,2150.08,0,0,15/11/2024,15/11/2025,Soltero,13,100
2717,19,Digital,23/05/2021,Vida,,62.43,63.85,Active,,,2784.65,0,0,23/05/2022,23/05/2023,Senior,43,100
2718,4,Digital,09/01/2023,Vida,,40.72,41.2,Active,,,954.94,1,2503.17,09/01/2024,08/01/2025,Soltero,24,40
2719,10,Agentes,29/05/2023,Salud,Auto,179.88,179.96,Active,,,3570.93,0,0,28/05/2024,28/05/2025,Familia Adulta,19,100
2720,15,Partners,28/06/2023,Auto,,201.69,202.53,Active,,,3695.62,0,0,27/06/2024,27/06/2025,Senior,18,100
2721,10,Agentes,26/08/2021,Vida,Auto,215.99,233.84,Churned,28/10/2022,Servicio,3018.04,1,3035.32,,,Pre-jubilación,14,92
2722,10,Agentes,14/11/2021,Salud,,115.76,126.77,Active,,,4263.11,0,0,14/11/2022,14/11/2023,Familia Joven,38,100
2723,17,Partners,04/12/2023,Salud,,74.12,74.52,Active,,,1002.59,0,0,03/12/2024,03/12/2025,Soltero,13,96
2724,18,Digital,24/04/2020,Hogar,,98.34,98.57,Active,,,5488.28,0,0,24/04/2021,24/04/2022,Pre-jubilación,57,100
2725,13,Telefónica,08/09/2020,Vida,,57.3,62.1,Active,,,2845.67,0,0,08/09/2021,08/09/2022,Senior,52,100
2726,12,Telefónica,20/04/2022,Vida,,55.14,57.74,Active,,,1809.44,0,0,20/04/2023,19/04/2024,Joven,32,100
2727,20,Digital,08/02/2020,Auto,Salud,248.4,258.05,Active,,,14979.79,0,0,07/02/2021,07/02/2022,Pre-jubilación,59,100
2728,14,Partners,29/12/2023,Salud,Vida,200.87,220.19,Churned,08/07/2024,Insatisfacción,1235.33,0,0,,,Familia Joven,6,99
2729,7,Agentes,26/08/2023,Vida,,40.56,43.67,Active,,,669.4,0,0,25/08/2024,25/08/2025,Senior,16,99
2730,9,Agentes,24/02/2020,Vida,Auto,257.83,260.66,Active,,,15337.13,0,0,23/02/2021,23/02/2022,Senior,59,100
2731,5,Digital,25/09/2021,Salud,,74.22,75.55,Active,,,2858.84,0,0,25/09/2022,25/09/2023,Soltero,39,100
2732,6,Digital,14/08/2020,Auto,,290.33,297.43,Active,,,14791.99,0,0,14/08/2021,14/08/2022,Pre-jubilación,53,100
2733,18,Digital,06/07/2021,Vida,,62.91,66.24,Active,,,2733.94,0,0,06/07/2022,06/07/2023,Familia Joven,42,100
2734,14,Partners,28/08/2022,Hogar,Auto,299.59,324.28,Active,,,8065.01,0,0,28/08/2023,27/08/2024,Senior,28,100
2735,6,Digital,06/03/2022,Vida,,41.52,43.09,Active,,,1465.52,0,0,06/03/2023,05/03/2024,Familia Joven,34,100
2736,18,Digital,07/07/2023,Vida,,69.47,75.79,Active,,,1251.26,0,0,06/07/2024,06/07/2025,Familia Joven,18,100
2737,1,Digital,24/02/2023,Vida,Salud,161.97,169.68,Active,,,3485.98,1,3755.92,24/02/2024,23/02/2025,Senior,22,100
2738,4,Digital,20/08/2020,Hogar,,117.75,123.52,Churned,02/04/2021,Competencia,845.33,0,0,,,Soltero,7,88
2739,6,Digital,30/08/2022,Auto,,205.97,222.54,Active,,,5629.36,1,4080.34,30/08/2023,29/08/2024,Senior,28,100
2740,6,Digital,22/12/2021,Vida,,42.36 €,43.33,Churned,08/08/2024,Fallecimiento,1341.84,1,788.04,,,Senior,32,100
2741,5,Digital,26/11/2023,Hogar,,128.94,136.41,Active,,,1634.55,0,0,25/11/2024,25/11/2025,Familia Adulta,13,100
2742,1,Digital,18/10/2021,Salud,Vida,213.07,223.91,Active,,,8080.54,2,3822.77,18/10/2022,18/10/2023,Senior,39,100
2743,6,Digital,07/10/2021,Hogar,,165.49,176.69,Churned,26/06/2022,Competencia,1360.85,0,0,,,Senior,8,100
2744,20,Digital,23/11/2020,Hogar,,183.43,191.83,Churned,25/06/2021,Insatisfacción,1243.28,0,0,,,Familia Joven,7,95
2745,9,Agentes,31/10/2023,Auto,,262.36,280.88,Churned,29/07/2024,Insatisfacción,2277.06,1,1147.36,,,Soltero,9,100
2746,13,Telefónica,04/07/2023,Vida,Hogar,122.68,127.99,Active,,,2270.22,0,0,03/07/2024,03/07/2025,Familia Joven,18,100
2747,11,Telefónica,02/02/2022,Vida,,72.29,78.72,Active,,,2445.14,0,0,02/02/2023,02/02/2024,Pre-jubilación,35,100
2748,12,Telefónica,03/11/2022,Salud,Hogar,176.21,189.54,Active,,,4720.01,0,0,03/11/2023,02/11/2024,Familia Joven,26,100
2749,2,Digital,02/02/2022,Salud,,133.16,144.89,Churned,18/08/2022,Precio,773.88,1,3624.32,,,Pre-jubilación,6,-56
2750,4,Digital,14/06/2023,Salud,,114.99,122.5,Active,,,2084.77,1,938.64,13/06/2024,13/06/2025,Familia Joven,18,100
2751,14,Partners,11/11/2022,Hogar,,166.53,173.43,Active,,,4509.51,0,0,11/11/2023,10/11/2024,Familia Joven,26,100
2752,11,Telefónica,12/09/2021,Vida,,84.92,85.26,Active,,,3458.27,1,1787.45,12/09/2022,12/09/2023,Joven,40,100
2753,5,Digital,10/01/2021,Vida,,64.14,66.3,Active,,,2991.69,0,0,10/01/2022,10/01/2023,Familia Adulta,48,100
2754,14,Partners,08/10/2023,Salud,,135.44,137.95,Active,,,2042.89,1,2323.96,07/10/2024,07/10/2025,Pre-jubilación,15,100
2755,2,Digital,19/10/2022,Hogar,Auto,289.41,312.16,Active,,,7605.68,0,0,19/10/2023,18/10/2024,Pre-jubilación,26,100
2756,2,Digital,24/06/2021,Salud,Vida,180.2,185.94,Active,,,7367.35,0,0,24/06/2022,24/06/2023,Familia Adulta,42,100
2757,18,Digital,07/02/2021,Salud,Vida,152.07,155.35,Churned,22/07/2023,Servicio,4222.08,0,0,,,Joven,29,100
2758,11,Telefónica,30/12/2023,Vida,Salud,162.07,176.99,Active,,,1856.52,0,0,29/12/2024,29/12/2025,Pre-jubilación,12,100
